x,channel height,channel width,hot gas wall,outer thickness,number channels
0.0,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.01507537688442211,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.03015075376884422,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.04522613065326633,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.06030150753768844,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.07537688442211055,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.09045226130653267,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.10552763819095477,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.12060301507537688,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.135678391959799,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.1507537688442211,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.1658291457286432,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.18090452261306533,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.19597989949748743,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.21105527638190955,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.22613065326633164,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.24120603015075376,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.2562814070351759,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.271356783919598,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.28643216080402006,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.3015075376884422,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.3165829145728643,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.3316582914572864,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.34673366834170855,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.36180904522613067,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.37688442211055273,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.39195979899497485,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.40703517587939697,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.4221105527638191,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.4371859296482412,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.4522613065326633,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.4673366834170854,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.4824120603015075,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.49748743718592964,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.5125628140703518,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.5276381909547738,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.542713567839196,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.5577889447236181,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.5728643216080401,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.5879396984924623,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.6030150753768844,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.6180904522613065,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.6331658291457286,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.6482412060301507,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.6633165829145728,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.6783919597989949,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.6934673366834171,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.7085427135678392,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.7236180904522613,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.7386934673366834,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.7537688442211055,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.7688442211055276,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.7839195979899497,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.7989949748743719,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.8140703517587939,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.829145728643216,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.8442211055276382,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.8592964824120602,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.8743718592964824,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.8894472361809045,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.9045226130653266,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.9195979899497487,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.9346733668341708,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.949748743718593,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.964824120603015,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.9798994974874371,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
0.9949748743718593,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.0100502512562815,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.0251256281407035,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.0402010050251256,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.0552763819095476,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.0703517587939697,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.085427135678392,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.100502512562814,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.1155778894472361,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.1306532663316582,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.1457286432160803,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.1608040201005025,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.1758793969849246,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.1909547738693467,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.2060301507537687,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.2211055276381908,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.236180904522613,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.2512562814070352,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.2663316582914572,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.2814070351758793,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.2964824120603013,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.3115577889447236,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.3266331658291457,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.3417085427135678,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.3567839195979898,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.371859296482412,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.3869346733668342,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.4020100502512562,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.4170854271356783,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.4321608040201004,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.4472361809045227,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.4623115577889447,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.4773869346733668,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.4924623115577889,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.507537688442211,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.5226130653266332,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.5376884422110553,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.5527638190954773,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.5678391959798994,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.5829145728643215,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.5979899497487438,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.6130653266331658,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.6281407035175879,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.64321608040201,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.658291457286432,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.6733668341708543,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.6884422110552764,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.7035175879396984,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.7185929648241205,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.7336683417085426,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.7487437185929648,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.763819095477387,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.778894472361809,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.793969849246231,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.809045226130653,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.8241206030150754,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.8391959798994975,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.8542713567839195,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.8693467336683416,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.8844221105527637,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.899497487437186,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.914572864321608,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.92964824120603,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.9447236180904521,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.9597989949748742,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.9748743718592965,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
1.9899497487437185,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.0050251256281406,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.020100502512563,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.0351758793969847,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.050251256281407,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.065326633165829,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.080402010050251,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.0954773869346734,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.1105527638190953,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.1256281407035176,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.1407035175879394,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.1557788944723617,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.170854271356784,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.185929648241206,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.201005025125628,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.21608040201005,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.2311557788944723,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.2462311557788945,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.2613065326633164,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.2763819095477387,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.2914572864321605,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.306532663316583,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.321608040201005,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.336683417085427,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.351758793969849,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.366834170854271,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.3819095477386933,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.3969849246231156,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.4120603015075375,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.4271356783919598,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.4422110552763816,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.457286432160804,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.472361809045226,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.487437185929648,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.5025125628140703,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.517587939698492,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.5326633165829144,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.5477386934673367,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.5628140703517586,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.577889447236181,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.5929648241206027,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.608040201005025,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.6231155778894473,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.638190954773869,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.6532663316582914,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.6683417085427132,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.6834170854271355,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.698492462311558,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.7135678391959797,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.728643216080402,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.743718592964824,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.758793969849246,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.7738693467336684,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.78894472361809,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.8040201005025125,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.8190954773869343,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.8341708542713566,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.849246231155779,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.8643216080402008,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.879396984924623,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.8944723618090453,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.909547738693467,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.9246231155778895,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.9396984924623113,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.9547738693467336,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.969849246231156,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
2.9849246231155777,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
3.0,0.01,0.0003926829327955169,0.005,0.004999999999999999,50
